"Club","Player","Kit_No","Position","Height","Weight","NT","APP","SUB","Saves","Conceded","Assist","Foul","Fouled","YC","RC","Goals","Shots","OnTarget","LeagueNameLong"
"Barcelona","Ronald Araújo",4,"Def","1.88 m","78 kg","Uruguay","21","1","0","0","2","15","17","6","1","0",19,"2","Spanish La Liga"
"Barcelona","Andreas Christensen",15,"Def","1.88 m","82 kg","Denmark","18","1","0","0","1","13","6","2","0","1",6,"3","Spanish La Liga"
"Barcelona","Marcos Alonso",17,"Def","1.88 m","83 kg","Spain","19","10","0","0","0","9","5","2","0","1",5,"2","Spanish La Liga"
"Barcelona","Jordi Alba",18,"Def","1.7 m","68 kg","Spain","21","9","0","0","3","8","3","4","1","2",11,"3","Spanish La Liga"
"Barcelona","Sergi Roberto",20,"Def","1.78 m","68 kg","Spain","20","7","0","0","1","16","10","3","0","4",14,"6","Spanish La Liga"
"Barcelona","Jules Koundé",23,"Def","1.8 m","73 kg","France","25","1","0","0","3","21","9","1","0","0",12,"1","Spanish La Liga"
"Barcelona","Eric García",24,"Def","1.83 m","76 kg","Spain","20","7","0","0","0","15","8","3","0","1",5,"1","Spanish La Liga"
"Barcelona","Álex Balde",28,"Def","1.75 m","68 kg","Spain","29","3","0","0","5","22","24","4","0","0",14,"2","Spanish La Liga"
"Barcelona","Chadi Riad",35,"Def","1.85 m","0","Morocco","1","1","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Sergio Busquets",5,"Mid","1.88 m","76 kg","Spain","27","2","0","0","4","29","40","6","1","0",6,"1","Spanish La Liga"
"Barcelona","Pedri",8,"Mid","1.75 m","58 kg","Spain","25","4","0","0","0","8","43","2","0","6",19,"9","Spanish La Liga"
"Barcelona","Franck Kessié",19,"Mid","1.83 m","73 kg","Ivory Coast","24","19","0","0","1","14","12","4","0","1",11,"2","Spanish La Liga"
"Barcelona","Frenkie de Jong",21,"Mid","1.8 m","73 kg","Netherlands","28","4","0","0","2","28","26","2","0","2",17,"10","Spanish La Liga"
"Barcelona","Marc Casadó",29,"Mid","1.73 m","66 kg","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Gavi",30,"Mid","1.73 m","68 kg","Spain","32","5","0","0","3","69","61","9","0","1",25,"6","Spanish La Liga"
"Barcelona","Pablo Torre",32,"Mid","1.73 m","63 kg","Spain","5","5","0","0","0","3","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Ángel Alarcón",38,"Mid","0","0","Spain","4","4","0","0","0","2","1","0","0","0",1,"1","Spanish La Liga"
"Barcelona","Aleix Garrido",40,"Mid","1.65 m","0","Spain","1","1","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Ousmane Dembélé",7,"Fwd","1.78 m","67 kg","France","20","6","0","0","5","13","13","4","0","5",41,"14","Spanish La Liga"
"Barcelona","Robert Lewandowski",9,"Fwd","1.85 m","81 kg","Poland","29","1","0","0","6","32","39","2","1","19",112,"46","Spanish La Liga"
"Barcelona","Ansu Fati",10,"Fwd","1.78 m","66 kg","Spain","31","20","0","0","3","15","12","3","0","4",53,"13","Spanish La Liga"
"Barcelona","Ferran Torres",11,"Fwd","1.83 m","77 kg","Spain","29","16","0","0","1","16","24","4","1","4",37,"11","Spanish La Liga"
"Barcelona","Raphinha",22,"Fwd","1.75 m","68 kg","Brazil","31","10","0","0","6","18","33","7","0","7",68,"20","Spanish La Liga"
"Barcelona","Ilias Akhomach",27,"Fwd","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Estanis Pedrola",39,"Fwd","1.85 m","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Lamine Yamal",41,"Fwd","0","0","Spain","1","1","0","0","0","0","0","0","0","0",1,"1","Spanish La Liga"
"Bayer Leverkusen","Lukas Hradecky",1,"GK","1.93 m","83 kg","Finland","30","0","79","39","0","0","0","0","1","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Patrick Pentz",28,"GK","1.83 m","81 kg","Austria","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Niklas Lomb",36,"GK","1.85 m","83 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Andrey Lunev",40,"GK","1.91 m","78 kg","Russia","1","0","0","2","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Maximilian Neutgens",41,"GK","1.8 m","66 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Piero Hincapié",3,"Def","1.83 m","66 kg","Ecuador","28","3","0","0","0","34","33","10","2","1",15,"4","German Bundesliga"
"Bayer Leverkusen","Jonathan Tah",4,"Def","1.96 m","97 kg","Germany","30","5","0","0","0","19","3","6","0","1",10,"2","German Bundesliga"
"Bayer Leverkusen","Mitchel Bakker",5,"Def","1.85 m","83 kg","Netherlands","25","9","0","0","2","16","12","3","1","3",15,"8","German Bundesliga"
"Bayer Leverkusen","Odilon Kossounou",6,"Def","1.91 m","78 kg","Ivory Coast","24","7","0","0","1","17","4","3","0","0",3,"0","German Bundesliga"
"Bayer Leverkusen","Edmond Tapsoba",12,"Def","1.93 m","83 kg","Burkina Faso","30","1","0","0","0","22","16","4","0","1",13,"3","German Bundesliga"
"Bayer Leverkusen","Daley Sinkgraven",22,"Def","1.78 m","67 kg","Netherlands","12","8","0","0","2","6","4","1","0","0",5,"1","German Bundesliga"
"Bayer Leverkusen","Timothy Fosu-Mensah",24,"Def","1.85 m","78 kg","Netherlands","11","10","0","0","0","2","1","1","0","0",3,"2","German Bundesliga"
"Bayer Leverkusen","Jeremie Frimpong",30,"Def","1.7 m","63 kg","Netherlands","31","2","0","0","6","18","57","4","0","8",35,"16","German Bundesliga"
"Bayer Leverkusen","Robert Andrich",8,"Mid","1.88 m","83 kg","Germany","29","1","0","0","2","32","20","8","0","2",32,"11","German Bundesliga"
"Bayer Leverkusen","Kerem Demirbay",10,"Mid","1.83 m","73 kg","Germany","23","8","0","0","3","24","20","3","0","3",29,"5","German Bundesliga"
"Bayer Leverkusen","Nadiem Amiri",11,"Mid","1.8 m","77 kg","Germany","22","14","0","0","1","11","23","5","0","4",21,"9","German Bundesliga"
"Bayer Leverkusen","Noah Mbamba",18,"Mid","1.88 m","73 kg","Belgium","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Exequiel Palacios",25,"Mid","1.78 m","67 kg","Argentina","22","6","0","0","2","17","31","2","0","3",16,"6","German Bundesliga"
"Bayer Leverkusen","Florian Wirtz",27,"Mid","1.75 m","68 kg","Germany","14","5","0","0","6","11","23","2","0","1",6,"3","German Bundesliga"
"Bayer Leverkusen","Ayman Azhil",32,"Mid","1.7 m","63 kg","Morocco","1","1","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Joshua Eze",35,"Mid","1.83 m","76 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayer Leverkusen","Sardar Azmoun",9,"Fwd","1.85 m","78 kg","Iran","20","14","0","0","1","13","1","1","0","4",22,"9","German Bundesliga"
"Bayer Leverkusen","Patrik Schick",14,"Fwd","1.91 m","83 kg","Czech Republic","14","4","0","0","1","5","16","0","0","3",34,"14","German Bundesliga"
"Bayer Leverkusen","Callum Hudson-Odoi",17,"Fwd","1.83 m","76 kg","England","14","7","0","0","1","2","20","0","0","0",4,"1","German Bundesliga"
"Bayer Leverkusen","Moussa Diaby",19,"Fwd","1.7 m","68 kg","France","30","0","0","0","8","14","19","3","0","9",72,"34","German Bundesliga"
"Bayer Leverkusen","Amine Adli",21,"Fwd","1.75 m","58 kg","France","23","10","0","0","3","35","45","2","1","4",32,"14","German Bundesliga"
"Bayer Leverkusen","Adam Hlozek",23,"Fwd","1.88 m","73 kg","Czech Republic","26","10","0","0","3","16","19","2","0","5",27,"9","German Bundesliga"
"Bayer Leverkusen","Karim Bellarabi",38,"Fwd","1.83 m","81 kg","Germany","8","7","0","0","0","2","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Manuel Neuer",1,"GK","1.93 m","92 kg","Germany","12","0","7","11","0","0","1","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Sven Ulreich",26,"GK","1.93 m","87 kg","Germany","3","0","5","2","0","1","1","1","0","0",0,"0","German Bundesliga"
"Bayern Munich","Yann Sommer",27,"GK","1.83 m","78 kg","Switzerland","27","0","25","34","0","1","1","1","0","0",0,"0","German Bundesliga"
"Bayern Munich","Johannes Schenk",35,"GK","1.91 m","83 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Dayot Upamecano",2,"Def","1.85 m","83 kg","France","27","1","0","0","1","29","13","6","1","0",8,"1","German Bundesliga"
"Bayern Munich","Matthijs de Ligt",4,"Def","1.88 m","87 kg","Netherlands","29","4","0","0","2","19","17","4","0","3",20,"7","German Bundesliga"
"Bayern Munich","Benjamin Pavard",5,"Def","1.85 m","76 kg","France","28","3","0","0","1","24","15","5","0","4",32,"10","German Bundesliga"
"Bayern Munich","Alphonso Davies",19,"Def","1.83 m","73 kg","Canada","26","2","0","0","4","7","26","0","0","1",18,"8","German Bundesliga"
"Bayern Munich","Bouna Sarr",20,"Def","1.78 m","68 kg","Senegal","1","1","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Lucas Hernández",21,"Def","1.83 m","78 kg","France","7","1","0","0","0","4","4","1","0","0",0,"0","German Bundesliga"
"Bayern Munich","João Cancelo",22,"Def","1.83 m","73 kg","Portugal","13","3","0","0","4","9","12","3","0","1",12,"4","German Bundesliga"
"Bayern Munich","Daley Blind",23,"Def","1.8 m","72 kg","Netherlands","4","3","0","0","0","1","0","0","0","0",1,"1","German Bundesliga"
"Bayern Munich","Justin Janitzek",36,"Def","1.93 m","78 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Gabriel Marusic",37,"Def","1.85 m","68 kg","Croatia","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Noussair Mazraoui",40,"Def","1.83 m","63 kg","Morocco","17","8","0","0","4","14","11","0","0","1",8,"2","German Bundesliga"
"Bayern Munich","Liam Morrison",41,"Def","0","0","Scotland","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Josip Stanisic",44,"Def","1.88 m","77 kg","Croatia","14","10","0","0","0","5","3","1","0","0",0,"0","German Bundesliga"
"Bayern Munich","Joshua Kimmich",6,"Mid","1.78 m","73 kg","Germany","31","1","0","0","6","21","47","5","1","5",27,"12","German Bundesliga"
"Bayern Munich","Leon Goretzka",8,"Mid","1.88 m","82 kg","Germany","25","4","0","0","2","23","16","5","0","3",38,"13","German Bundesliga"
"Bayern Munich","Paul Wanner",14,"Mid","1.85 m","72 kg","Austria","2","2","0","0","0","1","0","1","0","0",0,"0","German Bundesliga"
"Bayern Munich","Ryan Gravenberch",38,"Mid","1.91 m","83 kg","Netherlands","22","20","0","0","0","8","5","1","0","0",10,"3","German Bundesliga"
"Bayern Munich","Aleksandar Pavlovic",45,"Mid","0","0","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Bayern Munich","Arijon Ibrahimovic",46,"Mid","1.75 m","68 kg","Germany","1","1","0","0","0","0","1","0","0","0",2,"2","German Bundesliga"
"Bayern Munich","Serge Gnabry",7,"Fwd","1.75 m","77 kg","Germany","32","12","0","0","4","29","10","0","0","13",78,"35","German Bundesliga"
"Bayern Munich","Leroy Sané",10,"Fwd","1.83 m","78 kg","Germany","30","11","0","0","6","15","22","4","0","8",73,"27","German Bundesliga"
"Bayern Munich","Kingsley Coman",11,"Fwd","1.8 m","76 kg","France","21","8","0","0","5","8","19","1","1","7",41,"15","German Bundesliga"
"Bayern Munich","Eric Maxim Choupo-Moting",13,"Fwd","1.91 m","88 kg","Cameroon","18","4","0","0","2","4","7","0","0","10",29,"15","German Bundesliga"
"Bayern Munich","Sadio Mané",17,"Fwd","1.75 m","68 kg","Senegal","23","5","0","0","4","14","24","2","0","7",57,"22","German Bundesliga"
"Bayern Munich","Thomas Müller",25,"Fwd","1.85 m","76 kg","Germany","24","6","0","0","8","8","10","0","0","6",34,"17","German Bundesliga"
"Bayern Munich","Mathys Tel",39,"Fwd","1.83 m","77 kg","France","20","19","0","0","0","7","5","2","0","5",18,"9","German Bundesliga"
"Bayern Munich","Jamal Musiala",42,"Fwd","1.8 m","68 kg","Germany","31","6","0","0","10","20","41","1","0","11",59,"20","German Bundesliga"
"Benfica","Samuel Soares",24,"GK","1.88 m","83 kg","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Leo Brian Kokubo",45,"GK","1.91 m","81 kg","Japan","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","André Gomes",75,"GK","0","0","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Odisseas Vlachodimos",99,"GK","1.88 m","78 kg","Greece","32","0","36","17","0","0","10","2","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Gilberto",2,"Def","1.8 m","76 kg","Brazil","19","11","0","0","1","10","7","2","0","2",6,"3","Portuguese Primeira Liga"
"Benfica","Alejandro Grimaldo",3,"Def","1.7 m","63 kg","Spain","31","0","0","0","8","19","28","4","0","4",40,"11","Portuguese Primeira Liga"
"Benfica","Lucas Verissimo",4,"Def","1.88 m","83 kg","Brazil","2","2","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Alexander Bah",6,"Def","1.83 m","76 kg","Denmark","26","6","0","0","3","33","38","1","0","1",11,"3","Portuguese Primeira Liga"
"Benfica","Mihailo Ristic",23,"Def","1.8 m","73 kg","Serbia","6","5","0","0","1","2","1","0","0","1",3,"1","Portuguese Primeira Liga"
"Benfica","Nicolás Otamendi",30,"Def","1.83 m","81 kg","Argentina","29","0","0","0","0","29","23","10","1","1",31,"9","Portuguese Primeira Liga"
"Benfica","Rafael Rodrigues",65,"Def","1.75 m","59 kg","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","António Silva",66,"Def","1.88 m","78 kg","Portugal","29","0","0","0","0","37","10","4","0","3",18,"7","Portuguese Primeira Liga"
"Benfica","João Tomé Esteves Baptista",71,"Def","0","0","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Morato",91,"Def","1.93 m","87 kg","Brazil","8","2","0","0","0","9","1","2","0","1",3,"2","Portuguese Primeira Liga"
"Benfica","Fredrik Aursnes",8,"Mid","1.78 m","71 kg","Norway","26","4","0","0","4","19","10","5","0","1",17,"4","Portuguese Primeira Liga"
"Benfica","João Mário",20,"Mid","1.78 m","73 kg","Portugal","31","0","0","0","6","42","49","5","1","17",72,"28","Portuguese Primeira Liga"
"Benfica","Chiquinho",22,"Mid","1.75 m","66 kg","Portugal","23","10","0","0","0","23","25","1","0","1",12,"3","Portuguese Primeira Liga"
"Benfica","Rafa",27,"Mid","1.73 m","62 kg","Portugal","26","2","0","0","5","16","64","6","0","7",64,"22","Portuguese Primeira Liga"
"Benfica","Florentino Luís",61,"Mid","1.83 m","73 kg","Portugal","31","7","0","0","3","29","6","5","0","0",9,"3","Portuguese Primeira Liga"
"Benfica","Cher Ndour",73,"Mid","1.91 m","0","Italy","1","1","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","João Neves",87,"Mid","0","0","Portugal","15","11","0","0","0","11","18","1","0","0",9,"3","Portuguese Primeira Liga"
"Benfica","Julian Draxler",93,"Mid","1.85 m","72 kg","Germany","10","6","0","0","0","1","1","0","0","1",11,"3","Portuguese Primeira Liga"
"Benfica","Hugo Félix",94,"Mid","0","0","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","David Neres",7,"Fwd","1.75 m","66 kg","Brazil","29","8","0","0","8","22","24","2","0","6",48,"19","Portuguese Primeira Liga"
"Benfica","Goncalo Guedes",15,"Fwd","1.78 m","68 kg","Portugal","11","7","0","0","1","6","6","1","0","1",14,"5","Portuguese Primeira Liga"
"Benfica","Casper Tengstedt",19,"Fwd","0","0","Denmark","4","4","0","0","0","0","0","0","0","0",1,"1","Portuguese Primeira Liga"
"Benfica","Andreas Schjelderup",21,"Fwd","1.75 m","73 kg","Norway","1","1","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Benfica","Petar Musa",33,"Fwd","1.91 m","83 kg","Croatia","28","26","0","0","2","16","9","1","0","7",36,"14","Portuguese Primeira Liga"
"Benfica","Goncalo Ramos",88,"Fwd","1.85 m","78 kg","Portugal","28","0","0","0","2","46","40","3","1","18",92,"35","Portuguese Primeira Liga"
"Benfica","Diego Moreira",96,"Fwd","1.78 m","73 kg","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Borussia Dortmund","Gregor Kobel",1,"GK","1.96 m","87 kg","Switzerland","25","0","75","29","0","0","4","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Alexander Meyer",33,"GK","1.96 m","88 kg","Germany","7","0","10","12","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Marcel Lotka",35,"GK","1.91 m","83 kg","Poland","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Luca Unbehaun",38,"GK","1.85 m","82 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Mateu Morey",2,"Def","1.73 m","67 kg","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Nico Schlotterbeck",4,"Def","1.91 m","86 kg","Germany","27","0","0","0","4","16","17","3","0","4",18,"6","German Bundesliga"
"Borussia Dortmund","Raphaël Guerreiro",13,"Def","1.7 m","71 kg","Portugal","25","1","0","0","12","7","9","3","0","3",26,"9","German Bundesliga"
"Borussia Dortmund","Nico Schulz",14,"Def","1.8 m","83 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Mats Hummels",15,"Def","1.91 m","92 kg","Germany","28","6","0","0","0","17","14","4","0","1",13,"2","German Bundesliga"
"Borussia Dortmund","Thomas Meunier",24,"Def","1.91 m","88 kg","Belgium","10","3","0","0","0","10","4","2","0","0",4,"0","German Bundesliga"
"Borussia Dortmund","Niklas Süle",25,"Def","1.96 m","97 kg","Germany","27","6","0","0","4","7","5","2","0","1",28,"4","German Bundesliga"
"Borussia Dortmund","Julian Ryerson",26,"Def","1.83 m","86 kg","Norway","28","1","0","0","0","29","29","4","0","1",25,"8","German Bundesliga"
"Borussia Dortmund","Tom Rothe",36,"Def","1.88 m","82 kg","Germany","2","2","0","0","0","2","0","0","0","0",1,"0","German Bundesliga"
"Borussia Dortmund","Soumaila Coulibaly",44,"Def","1.91 m","82 kg","France","1","1","0","0","0","1","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Antonios Papadopoulos",47,"Def","1.85 m","83 kg","Germany","1","1","0","0","0","2","0","0","0","0",1,"0","German Bundesliga"
"Borussia Dortmund","Salih Ozcan",6,"Mid","1.83 m","73 kg","Turkey","25","8","0","0","1","25","25","6","0","0",3,"1","German Bundesliga"
"Borussia Dortmund","Giovanni Reyna",7,"Mid","1.85 m","78 kg","USA","20","16","0","0","0","7","16","2","0","7",22,"10","German Bundesliga"
"Borussia Dortmund","Mahmoud Dahoud",8,"Mid","1.78 m","68 kg","Germany","9","5","0","0","0","3","2","1","0","0",6,"0","German Bundesliga"
"Borussia Dortmund","Marco Reus",11,"Mid","1.8 m","71 kg","Germany","23","9","0","0","4","18","18","4","0","6",33,"9","German Bundesliga"
"Borussia Dortmund","Marius Wolf",17,"Mid","1.88 m","81 kg","Germany","23","8","0","0","1","11","20","1","0","1",22,"5","German Bundesliga"
"Borussia Dortmund","Julian Brandt",19,"Mid","1.85 m","83 kg","Germany","30","3","0","0","9","6","20","2","0","8",33,"18","German Bundesliga"
"Borussia Dortmund","Jude Bellingham",22,"Mid","1.85 m","73 kg","England","31","1","0","0","5","41","71","8","0","8",67,"23","German Bundesliga"
"Borussia Dortmund","Emre Can",23,"Mid","1.85 m","86 kg","Germany","25","7","0","0","1","25","23","7","0","2",13,"3","German Bundesliga"
"Borussia Dortmund","Felix Passlack",30,"Mid","1.7 m","73 kg","Germany","3","3","0","0","0","0","1","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Goktan Gurpuz",42,"Mid","1.75 m","58 kg","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Marco Pasalic",46,"Mid","1.78 m","73 kg","Croatia","1","1","0","0","0","1","0","0","0","0",1,"0","German Bundesliga"
"Borussia Dortmund","Sébastien Haller",9,"Fwd","1.91 m","82 kg","France","17","4","0","0","3","10","12","1","0","7",25,"14","German Bundesliga"
"Borussia Dortmund","Julien Duranville",16,"Fwd","1.7 m","58 kg","Belgium","0","0","0","0","0","0","0","0","0","0",0,"0","German Bundesliga"
"Borussia Dortmund","Youssoufa Moukoko",18,"Fwd","1.78 m","72 kg","Germany","25","14","0","0","4","6","7","0","0","7",32,"18","German Bundesliga"
"Borussia Dortmund","Anthony Modeste",20,"Fwd","1.88 m","83 kg","France","18","11","0","0","1","14","7","4","0","2",21,"8","German Bundesliga"
"Borussia Dortmund","Donyell Malen",21,"Fwd","1.75 m","68 kg","Netherlands","24","4","0","0","6","12","36","0","0","9",54,"27","German Bundesliga"
"Borussia Dortmund","Karim Adeyemi",27,"Fwd","1.8 m","68 kg","Germany","22","4","0","0","5","18","27","8","0","6",33,"12","German Bundesliga"
"Borussia Dortmund","Jamie Bynoe-Gittens",43,"Fwd","1.75 m","68 kg","England","15","11","0","0","1","9","18","1","0","3",24,"11","German Bundesliga"
"Borussia Dortmund","Justin Njinmah",49,"Fwd","1.83 m","73 kg","Germany","1","1","0","0","0","0","3","0","0","0",0,"0","German Bundesliga"
"Chelsea","Kepa Arrizabalaga",1,"GK","1.88 m","83 kg","Spain","26","0","82","24","0","0","7","1","0","0",0,"0","English Premier League"
"Chelsea","Marcus Bettinelli",13,"GK","1.93 m","82 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Chelsea","Édouard Mendy",16,"GK","1.93 m","86 kg","Senegal","10","1","10","14","0","0","2","1","0","0",0,"0","English Premier League"
"Chelsea","Gabriel Slonina",36,"GK","1.93 m","87 kg","USA","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Chelsea","Lucas Bergstrom",47,"GK","1.98 m","82 kg","Finland","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Chelsea","Benoit Badiashile",4,"Def","1.93 m","73 kg","France","11","1","0","0","0","8","6","2","0","1",6,"2","English Premier League"
"Chelsea","Thiago Silva",6,"Def","1.83 m","78 kg","Brazil","25","1","0","0","2","9","12","2","0","0",14,"2","English Premier League"
"Chelsea","Trevoh Chalobah",14,"Def","1.91 m","73 kg","England","22","7","0","0","0","11","8","4","0","0",6,"1","English Premier League"
"Chelsea","Ben Chilwell",21,"Def","1.78 m","77 kg","England","23","8","0","0","2","12","23","3","0","2",16,"4","English Premier League"
"Chelsea","Reece James",24,"Def","1.83 m","82 kg","England","16","2","0","0","1","9","18","4","0","1",16,"3","English Premier League"
"Chelsea","Kalidou Koulibaly",26,"Def","1.96 m","87 kg","Senegal","22","2","0","0","1","22","9","6","1","2",12,"5","English Premier League"
"Chelsea","César Azpilicueta",28,"Def","1.78 m","76 kg","Spain","22","9","0","0","0","19","6","3","0","0",9,"2","English Premier League"
"Chelsea","Marc Cucurella",32,"Def","1.73 m","66 kg","Spain","24","3","0","0","2","16","20","4","0","0",5,"0","English Premier League"
"Chelsea","Wesley Fofana",33,"Def","1.91 m","83 kg","France","14","2","0","0","0","9","22","4","0","1",8,"3","English Premier League"
"Chelsea","Enzo Fernández",5,"Mid","1.78 m","76 kg","Argentina","15","0","0","0","2","9","17","1","0","0",17,"2","English Premier League"
"Chelsea","N'Golo Kanté",7,"Mid","1.68 m","68 kg","France","7","1","0","0","1","5","2","1","0","0",8,"1","English Premier League"
"Chelsea","Mateo Kovacic",8,"Mid","1.78 m","78 kg","Croatia","26","9","0","0","2","17","12","8","0","1",22,"1","English Premier League"
"Chelsea","Christian Pulisic",10,"Mid","1.78 m","68 kg","USA","21","13","0","0","1","7","15","1","0","1",17,"5","English Premier League"
"Chelsea","Ruben Loftus-Cheek",12,"Mid","1.91 m","87 kg","England","22","5","0","0","2","10","30","1","0","0",10,"3","English Premier League"
"Chelsea","Mykhailo Mudryk",15,"Mid","1.75 m","59 kg","Ukraine","13","7","0","0","2","7","11","1","0","0",9,"3","English Premier League"
"Chelsea","Mason Mount",19,"Mid","1.8 m","76 kg","England","24","4","0","0","2","28","27","4","0","3",32,"9","English Premier League"
"Chelsea","Denis Zakaria",20,"Mid","1.88 m","81 kg","Switzerland","7","2","0","0","0","5","2","0","0","0",2,"0","English Premier League"
"Chelsea","Hakim Ziyech",22,"Mid","1.8 m","63 kg","Morocco","17","11","0","0","2","12","14","1","0","0",14,"2","English Premier League"
"Chelsea","Conor Gallagher",23,"Mid","1.83 m","77 kg","England","32","17","0","0","1","31","35","10","1","3",22,"10","English Premier League"
"Chelsea","Kai Havertz",29,"Mid","1.93 m","83 kg","Germany","32","5","0","0","1","49","23","4","0","7",64,"29","English Premier League"
"Chelsea","Carney Chukwuemeka",30,"Mid","1.88 m","77 kg","England","11","10","0","0","0","1","3","0","0","0",4,"1","English Premier League"
"Chelsea","Harvey Vale",39,"Mid","1.8 m","73 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Chelsea","Omari Hutchinson",56,"Mid","1.75 m","0","Jamaica","1","1","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Chelsea","Lewis Hall",67,"Mid","1.78 m","73 kg","England","6","1","0","0","0","2","9","1","0","0",5,"1","English Premier League"
"Chelsea","Pierre-Emerick Aubameyang",9,"Fwd","1.88 m","78 kg","Gabon","15","10","0","0","0","5","1","1","0","1",16,"7","English Premier League"
"Chelsea","João Félix",11,"Fwd","1.8 m","68 kg","Portugal","14","3","0","0","0","12","27","1","1","3",37,"13","English Premier League"
"Chelsea","Raheem Sterling",17,"Fwd","1.73 m","68 kg","England","26","5","0","0","3","21","29","4","0","6",35,"13","English Premier League"
"Chelsea","Armando Broja",18,"Fwd","1.91 m","83 kg","Albania","12","10","0","0","0","2","6","0","0","1",5,"4","English Premier League"
"Chelsea","David Datro Fofana",27,"Fwd","1.8 m","82 kg","0","2","1","0","0","0","3","3","0","0","0",3,"1","English Premier League"
"Chelsea","Noni Madueke",31,"Fwd","1.75 m","73 kg","England","9","4","0","0","0","4","8","0","0","1",9,"5","English Premier League"
"FC Porto","Cláudio Ramos",14,"GK","1.83 m","83 kg","Portugal","1","0","0","0","0","0","0","1","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Francisco Meixedo",71,"GK","1.83 m","58 kg","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Samuel Portugal",94,"GK","1.88 m","78 kg","Brazil","4","0","0","2","0","0","0","1","0","0",0,"0","Portuguese Primeira Liga"
